"Year - Month","Event","DataCards","Deaths","Injured","Missing","Houses Destroyed","Houses Damaged","Directly affected","Indirectly Affected","Relocated","Evacuated"
"2008/08","FIRE",2,0,0,0,2,0,0,0,0,0
"2008/08","FLOOD",2,0,0,0,0,0,0,0,0,0
"2008/08","LIGHTNING",1,2,0,0,0,0,0,0,0,0
"2008/08","STORM",4,0,0,0,13,2,426,0,0,0
"2008/09","FIRE",5,0,0,0,7,0,0,0,0,0
"2008/09","FLOOD",32,4,0,0,0,0,43601,0,0,1686
"2008/09","PEST OUTBREAK",9,0,0,0,0,0,0,0,0,0
"2008/09","RIVER BANK COLLAPSE",2,0,0,0,1,9,40,0,0,36
"2008/09","STORM",8,0,0,0,57,132,381,0,0,0
"2008/10","FIRE",1,0,0,0,1,0,0,0,0,0
"2008/10","FLOOD",3,0,0,0,0,0,0,0,0,0
"2008/11","EPIDEMIC",1,0,0,0,0,0,1,0,0,0
"2008/11","FIRE",3,0,0,0,17,0,51,0,0,0
"2008/11","FLOOD",3,0,0,0,0,0,0,0,0,0
"2008/12","FIRE",6,0,0,0,21,0,67,0,0,0
"2009/01","FIRE",19,8,0,0,176,151,1486,0,0,0
"2009/01","LIGHTNING",1,14,0,0,0,0,0,0,0,0
"2009/02","FIRE",21,0,0,0,65,0,116,0,0,0
"2009/02","STORM",12,0,56,0,147,472,2395,0,0,0
"2009/03","FIRE",16,3,3,0,47,0,164,0,0,0
"2009/03","LIGHTNING",8,17,0,0,0,0,17,0,0,0
"2009/03","STORM",12,0,3,0,11,151,859,0,0,0
"2009/04","FIRE",18,0,0,0,47,0,134,0,0,0
"2009/04","LIGHTNING",7,12,0,0,0,0,38,0,0,0
"2009/04","STORM",15,0,1,0,102,259,1056,0,0,0
"2009/05","FIRE",4,0,0,0,18,0,0,0,0,0
"2009/05","LIGHTNING",8,16,15,0,5,0,42,0,0,0
"2009/05","STORM",15,0,0,0,39,109,813,0,0,0
"2009/06","DROUGHT",4,0,0,0,0,0,0,0,0,0
"2009/06","FIRE",2,0,0,0,2,0,8,0,0,0
"2009/06","LIGHTNING",10,22,11,0,0,0,0,0,0,0
"2009/06","STORM",18,2,0,0,59,16,1205,0,0,0
"2009/07","DROUGHT",20,0,0,0,0,0,0,0,0,0
"2009/07","FIRE",4,0,0,0,5,0,5,0,0,0
"2009/07","FLOOD",19,0,0,0,0,0,2989,0,0,0
"2009/07","LIGHTNING",2,2,0,0,2,0,0,0,0,0
"2009/07","PEST OUTBREAK",4,0,0,0,0,0,0,0,0,0
"2009/07","STORM",19,0,0,0,107,118,1185,0,0,0
"2009/08","DROUGHT",3,0,0,0,0,0,0,0,0,0
"2009/08","FIRE",5,0,0,0,6,0,4,0,0,0
"2009/08","FLOOD",11,0,0,0,0,0,6276,0,0,0
"2009/08","LIGHTNING",3,5,1,0,0,0,0,0,0,0
"2009/08","PEST OUTBREAK",4,0,0,0,0,0,0,0,0,0
"2009/08","RIVER BANK COLLAPSE",1,0,0,0,0,0,0,0,0,0
"2009/08","STORM",2,0,0,0,1,0,0,0,0,0
"2009/09","DROUGHT",1,0,0,0,0,0,0,0,0,0
"2009/09","FIRE",12,0,0,0,17,8,154,0,0,0
"2009/09","FLOOD",282,31,17,0,189,380,375583,0,139,12159
"2009/09","LIGHTNING",2,6,6,0,0,0,14,0,0,0
"2009/09","PEST OUTBREAK",9,0,0,0,0,0,0,0,0,0
"2009/09","RIVER BANK COLLAPSE",1,0,0,0,0,0,16,0,0,0
"2009/09","STORM",55,15,47,0,567,1229,8639,0,0,0
"2009/10","FIRE",5,0,0,0,6,0,0,0,0,0
"2009/10","FLOOD",130,1,0,0,21,85,142490,0,0,33863
"2009/10","LIGHTNING",1,0,0,0,7,0,0,0,0,0
"2009/10","RIVER BANK COLLAPSE",7,0,0,0,0,42,340,0,135,0
"2009/10","STORM",22,23,19,0,164,625,1052,0,0,3111
"2009/11","FIRE",5,0,0,0,237,17,1259,0,0,0
"2009/11","FLOOD",6,0,0,0,0,17,1259,0,0,0
"2009/11","STORM",1,0,0,0,1,0,0,0,0,0
"2009/12","EPIDEMIC",1,0,0,0,0,0,1,0,0,0
"2009/12","FIRE",3,0,0,0,4,0,0,0,0,0
"2009/12","FLOOD",1,0,0,0,0,0,0,0,0,0
"2010/01","FIRE",13,0,0,0,59,0,234,0,0,0
"2010/01","LIGHTNING",2,0,2,0,0,0,0,0,0,0
"2010/01","STORM",5,1,9,0,68,181,1117,0,0,0
"2010/02","FIRE",25,0,0,0,71,0,429,0,0,0
"2010/02","STORM",1,0,0,0,19,0,91,0,0,0
"2010/03","DROUGHT",2,0,0,0,0,0,0,0,0,0
"2010/03","FIRE",34,0,0,0,95,0,2439,0,0,0
"2010/03","LIGHTNING",2,1,2,0,0,0,0,0,0,0
"2010/03","STORM",5,0,0,0,56,0,245,0,0,0
"2010/04","EPIDEMIC",1,1,0,0,0,0,0,0,0,0
"2010/04","FIRE",15,0,0,0,75,0,309,0,0,0
"2010/04","LIGHTNING",7,7,1,0,2,0,8,0,0,0
"2010/04","STORM",23,0,3,0,399,154,2032,0,0,0
"2010/05","DROUGHT",2,0,0,0,0,0,0,0,0,0
"2010/05","FIRE",19,0,0,0,56,10,205,0,0,0
"2010/05","LIGHTNING",3,9,5,0,0,0,0,0,0,0
"2010/05","STORM",31,3,27,0,1249,1435,10050,0,0,0
"2010/06","DROUGHT",7,0,0,0,0,0,0,0,0,0
"2010/06","FIRE",23,0,0,0,24,4,127,0,0,0
"2010/06","LIGHTNING",6,5,1,0,0,0,0,0,0,0
"2010/06","STORM",13,0,0,0,6,186,853,0,0,0
"2010/07","DROUGHT",6,0,0,0,0,0,0,0,0,0
"2010/07","FIRE",11,1,0,0,11,0,33,0,0,0
"2010/07","LIGHTNING",9,33,16,0,1,0,5,0,0,0
"2010/07","PEST OUTBREAK",2,0,0,0,0,0,0,0,0,0
"2010/07","STORM",11,0,1,0,25,294,1183,0,0,0
"2010/08","FIRE",11,0,0,0,11,0,46,0,0,0
"2010/08","LIGHTNING",1,0,0,0,1,0,5,0,0,0
"2010/08","STORM",6,0,0,0,9,0,48,0,0,0
"2010/09","DROUGHT",4,0,0,0,0,0,0,0,0,0
"2010/09","FIRE",13,0,0,0,18,0,23,0,0,0
"2010/09","FLOOD",64,2,0,0,1,0,87251,0,16241,7418
"2010/09","LIGHTNING",2,2,0,0,0,0,0,0,0,0
"2010/09","PEST OUTBREAK",7,0,0,0,0,0,0,0,0,0
"2010/09","RIVER BANK COLLAPSE",1,0,0,0,0,8,0,0,39,0
"2010/09","STORM",12,1,15,0,61,84,1023,0,0,0
"2010/10","DROUGHT",1,0,0,0,0,0,0,0,0,0
"2010/10","FIRE",15,1,0,0,52,0,43,0,0,0
"2010/10","FLOOD",74,9,8,0,89,94,11995,0,0,0
"2010/10","LIGHTNING",2,15,0,0,0,0,0,0,0,0
"2010/10","STORM",16,0,0,0,164,740,4022,0,0,0
"2010/11","DROUGHT",3,0,0,0,0,0,0,0,0,0
"2010/11","FIRE",7,0,0,0,6,0,11,0,0,0
"2010/11","FLOOD",10,0,0,0,0,0,42567,0,0,0
"2010/12","FIRE",7,0,0,0,8,0,37,0,0,0
"2011/01","EPIDEMIC",1,1,0,0,0,0,0,0,0,0
"2011/01","FIRE",27,0,0,0,21,0,153,0,0,0
"2011/02","EPIDEMIC",2,2,0,0,0,0,0,0,0,0
"2011/02","FIRE",15,0,0,0,44,0,247,0,0,0
"2011/02","LIGHTNING",3,1,3,0,0,0,0,0,0,0
"2011/02","STORM",2,0,0,0,2,25,29,0,0,0
"2011/03","DROUGHT",6,0,0,0,0,0,0,0,0,0
"2011/03","EPIDEMIC",1,1,0,0,0,0,0,0,0,0
"2011/03","FIRE",24,0,0,0,87,0,419,0,0,0
"2011/03","LIGHTNING",10,9,5,0,0,2,0,0,0,0
"2011/03","RIVER BANK COLLAPSE",2,0,0,0,0,155,0,0,0,0
"2011/03","STORM",7,0,0,0,18,65,299,0,0,0
"2011/04","EPIDEMIC",1,1,0,0,0,0,0,0,0,0
"2011/04","FIRE",14,0,0,0,55,0,222,0,0,0
"2011/04","LIGHTNING",22,26,27,0,0,0,5,0,0,0
"2011/04","STORM",5,0,0,0,4,14,15,0,0,0
"2011/05","DROUGHT",1,0,0,0,0,0,0,0,0,0
"2011/05","EPIDEMIC",1,1,0,0,0,0,0,0,0,0
"2011/05","FIRE",10,0,0,0,9,0,40,0,0,0
"2011/05","LIGHTNING",48,47,22,0,0,0,0,0,0,0
"2011/05","STORM",9,0,0,0,12,23,532,0,0,0
"2011/06","DROUGHT",10,0,0,0,0,0,0,0,0,0
"2011/06","FIRE",21,0,0,0,18,2,70,0,0,0
"2011/06","LIGHTNING",44,60,13,0,0,0,0,0,0,0
"2011/06","RIVER BANK COLLAPSE",3,0,0,0,0,5,1,0,0,0
"2011/06","STORM",11,0,0,0,63,215,1817,0,0,0
"2011/07","DROUGHT",4,0,0,0,0,0,358,0,0,0
