Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
Nov-86,FLOOD,6,16,6,0,0,220,0,0,0,0
Dec-86,EARTHQUAKE,10,7,0,0,80,0,0,400,0,0
Dec-86,EXPLOSION,3,0,2,0,0,0,0,0,0,0
Dec-86,FIRE,3,0,0,0,4,0,0,0,0,0
Dec-86,FLOOD,78,485,65,20,0,6624,0,0,0,0
Jan-87,EARTHQUAKE,5,0,1,0,0,300,0,1500,0,0
Jan-87,EXPLOSION,1,0,0,0,0,0,0,0,0,0
Jan-87,FIRE,3,0,0,0,0,0,0,0,0,0
Jan-87,FLOOD,4,0,0,0,0,0,0,0,0,0
Feb-87,EARTHQUAKE,1,0,0,0,0,0,0,0,0,0
Feb-87,FLOOD,4,0,0,0,0,70,0,0,0,0
Mar-87,EARTHQUAKE,3,0,0,0,0,0,0,0,0,0
Mar-87,FLOOD,16,7,0,0,0,28,0,0,0,0
Apr-87,EARTHQUAKE,6,2,0,0,0,0,0,0,0,0
Apr-87,FIRE,1,11,0,0,0,0,0,0,0,0
Apr-87,FLOOD,34,70,31,0,0,331,0,0,0,0
May-87,EARTHQUAKE,5,2,0,0,0,0,0,50,0,0
May-87,FIRE,2,0,0,0,0,0,0,0,0,0
May-87,FLOOD,21,25,4,0,12,418,0,0,0,0
May-87,THUNDER STORM,1,2,2,0,0,0,0,0,0,0
Jun-87,EARTHQUAKE,2,0,0,0,0,0,0,0,0,0
Jun-87,FIRE,1,0,0,0,0,0,0,0,0,0
Jun-87,FLOOD,25,88,37,0,0,5020,0,0,0,0
Jul-87,EARTHQUAKE,3,0,0,0,0,0,0,0,0,0
Jul-87,FIRE,2,0,0,0,0,0,0,0,0,0
Jul-87,FLOOD,51,1447,1438,0,108,1258,0,0,0,0
Aug-87,EARTHQUAKE,2,0,0,0,0,0,0,0,0,0
Aug-87,FIRE,3,0,0,0,0,1,0,0,0,0
Aug-87,FLOOD,38,92,22,0,479,592,0,0,0,0
Sep-87,EARTHQUAKE,6,0,0,0,0,0,0,0,0,0
Sep-87,FIRE,2,6,0,0,0,0,0,0,0,0
Sep-87,FLOOD,4,0,0,0,0,0,0,0,0,0
Oct-87,EARTHQUAKE,5,0,0,0,12,0,0,0,0,0
Oct-87,FIRE,1,0,0,0,0,0,0,0,0,0
Oct-87,FLOOD,37,83,6,0,2992,3148,0,0,350000,0
Nov-87,EARTHQUAKE,5,0,0,0,485,0,0,2425,0,0
Nov-87,FIRE,3,0,0,0,0,0,0,0,0,0
Nov-87,FLOOD,8,0,0,0,0,20000,0,0,0,0
Dec-87,EARTHQUAKE,4,0,0,0,0,0,0,0,0,0
Dec-87,FIRE,2,5,3,0,0,0,0,0,0,0
Dec-87,FLOOD,2,0,0,0,0,0,0,0,0,0
