Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
Aug-07,TORNADO,1,0,0,0,7,0,40,0,0,0
Sep-07,FIRE,28,0,0,0,36,0,76,0,0,0
Oct-07,FIRE,44,0,1,0,28,0,111,0,0,0
Oct-07,INDUSTRIAL FIRE,1,0,0,0,0,0,0,0,0,0
Nov-07,FIRE,64,0,0,0,182,0,991,0,0,0
Dec-07,FIRE,76,0,0,0,174,11,859,0,0,0
2008/00,FLOOD,4,0,0,0,0,0,0,0,0,0
2008/00,LAND SUBSIDENCE,3,0,0,0,0,0,0,0,0,0
Jan-08,FIRE,86,2,0,0,97,78,665,0,0,0
Feb-08,FIRE,117,12,1,0,95,675,6205,0,0,0
Mar-08,FIRE,165,2,13,0,468,1114,8606,0,0,0
Mar-08,FOREST FIRE,3,0,0,0,0,0,0,0,0,0
Mar-08,INDUSTRIAL FIRE,1,0,0,0,0,0,0,0,0,0
Apr-08,FIRE,88,0,13,0,318,235,2550,0,0,0
Apr-08,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
Apr-08,STORM,28,0,0,0,0,702,2106,0,0,0
May-08,CYCLONE,69,171504,0,107926,301541,155316,496912,2091408,0,0
May-08,FIRE,44,0,2,0,66,0,202,0,0,0
May-08,FLOOD,3,0,0,0,20,0,106,0,0,0
May-08,INDUSTRIAL FIRE,2,0,0,0,0,0,0,0,0,0
May-08,STORM,12,0,0,0,11,925,4483,0,0,0
Jun-08,FIRE,25,0,0,0,11,1,17,0,0,0
Jul-08,FIRE,29,0,0,0,0,6,27,0,0,0
Aug-08,FIRE,29,0,0,0,49,180,1376,0,0,0
Aug-08,FLOOD,8,0,0,0,0,790,622,0,0,3932
Aug-08,STORM,6,0,0,0,0,39,202,0,0,0
Aug-08,URBAN FIRE,2,0,0,0,22,0,114,0,0,0
Sep-08,FIRE,35,0,4,0,8,17,147,0,0,0
Oct-08,FIRE,44,2,7,0,0,59,250,0,0,0
Nov-08,FIRE,61,2,3,0,0,51,262,0,0,0
Dec-08,FIRE,75,5,10,0,16,46,301,0,0,0
2009/00,ANIMALS/ INSECTS,2,0,0,0,0,0,0,0,0,0
2009/00,CYCLONE,2,0,0,0,40,0,182,0,0,0
2009/00,EPIDEMIC/PANDEMIC,2,0,0,0,0,0,458,0,0,0
2009/00,FLOOD,1,0,0,0,0,0,0,0,0,0
Jan-09,FIRE,101,2,8,0,175,284,2299,0,0,0
Feb-09,FIRE,116,1,5,0,127,643,3791,0,0,0
Mar-09,FIRE,113,1,1,0,83,431,1857,0,0,0
Mar-09,STORM,2,0,0,0,6,0,22,0,0,0
Apr-09,FIRE,106,25,36,4,236,644,4857,0,0,0
Apr-09,STORM,4,0,0,0,0,122,398,0,0,0
May-09,FIRE,70,7,41,0,31,194,605,0,0,0
May-09,FLOOD,6,0,0,0,0,0,0,0,0,0
May-09,RIVERBANK EROSION,4,0,0,0,0,0,0,0,0,0
May-09,STORM,17,0,0,0,390,111,5436,0,0,0
Jun-09,FIRE,37,0,5,0,0,28,104,0,0,0
Jun-09,STORM,6,8,6,0,4,0,20,0,0,0
Jul-09,CYCLONE,4,0,0,0,100,0,668,0,0,0
Jul-09,FIRE,36,2,4,0,32,45,272,0,0,0
Jul-09,STORM,3,0,12,0,0,68,159,0,0,0
Jul-09,TORNADO,1,0,7,0,32,0,84,0,0,0
Aug-09,FIRE,22,4,6,0,0,4,0,0,0,0
Aug-09,STORM,2,0,0,0,0,0,0,0,0,0
Sep-09,FIRE,20,0,5,0,0,2,4,0,0,0
Sep-09,FLOOD,2,0,0,0,8,0,22,0,0,0
Sep-09,STORM,2,0,0,0,0,26,98,0,0,0
Oct-09,FIRE,42,0,0,0,0,12,21,0,0,0
Oct-09,FLOOD,2,0,0,0,838,0,2156,0,0,0
Oct-09,THUNDER LIGHTING STROKE,2,0,0,0,0,0,0,0,0,0
Nov-09,FIRE,77,0,0,0,18,140,532,0,0,0
Dec-09,FIRE,155,2,0,0,7,152,470,0,0,0
2010/00,EPIDEMIC/PANDEMIC,15,17,0,0,0,0,5374,0,0,0
2010/00,FIRE,2,0,0,0,4,0,8,0,0,0
2010/00,FLOOD,12,0,0,0,0,0,0,0,0,0
2010/00,RIVERBANK EROSION,2,0,0,0,0,0,0,0,0,0
2010/00,STORM,9,0,0,0,0,0,0,0,0,0
Jan-10,FIRE,137,7,4,0,250,22,1265,0,0,0
Jan-10,URBAN FIRE,2,0,0,0,12,0,50,0,0,0
Feb-10,FIRE,239,19,3,0,1303,134,5260,0,0,0
Feb-10,LANDSLIDE,2,0,0,0,0,0,0,0,0,0
Mar-10,FIRE,243,3,6,0,1466,172,7014,0,0,0
Mar-10,STORM,4,0,0,0,184,0,838,0,0,0
Mar-10,URBAN FIRE,1,0,0,0,1,0,13,0,0,0
Apr-10,FIRE,230,5,3,0,622,13,2413,0,0,0
Apr-10,STORM,9,0,0,0,99,49,575,0,0,0
May-10,CYCLONE,2,0,0,0,856,0,3066,0,0,0
May-10,FIRE,141,0,8,0,1381,3,3477,0,0,0
May-10,STORM,1,0,0,0,428,0,1533,0,0,0
