Year_Month,Event,DataCards,Deaths,Injured,Missing,Houses.Destroyed,Houses.Damaged,Directly.affected,Indirectly.Affected,Relocated,Evacuated
2004/9/1,HAILSTORM,3,0,0,0,0,0,0,0,0,0
2004/9/1,Land slide,1,6,0,0,46,0,0,4140,0,0
2004/9/1,PLAGUE,122,0,0,0,0,0,0,0,0,0
2004/10/1,CONFLICT,1,0,0,0,0,0,0,0,0,0
2004/10/1,PLAGUE,26,0,0,0,0,0,0,0,0,0
2004/11/1,CONFLICT,1,0,0,0,0,0,0,0,0,0
2004/11/1,FIRE,1,0,0,0,4,0,0,0,0,0
2004/11/1,PLAGUE,17,0,0,0,0,0,0,0,0,0
2004/12/1,CONFLICT,3,59,74,0,443,0,0,0,324,0
2004/12/1,DROUGHT,15,0,0,0,0,0,0,74299,0,0
2004/12/1,FIRE,1,0,0,0,0,0,0,0,4,0
2004/12/1,FLOOD,1,0,0,0,109,0,0,0,8634,0
2004/12/1,HAILSTORM,1,0,0,0,109,14,0,0,8634,0
2004/12/1,PLAGUE,14,0,0,0,0,0,0,0,0,0
2005/1/1,PLAGUE,3,0,0,0,0,0,0,17,0,0
2005/1/1,PLAGUE,4,0,0,0,0,0,0,0,0,0
2005/2/1,CONFLICT,2,0,0,0,0,0,0,0,9781,0
2005/2/1,FIRE,1,0,0,0,47,0,0,247,0,0
2005/2/1,FLOOD,1,0,0,0,0,0,0,426,0,0
2005/2/1,PLAGUE,38,0,0,0,0,0,0,0,0,0
